,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,engine_rpm,torque
886,Mahindra Bolero 2011-2019 SLX,2014.0,600000.0,50000.0,1,1,1,2,15.96,2523.0,62.1,7.0,5200.0,202.0
887,Honda Accord V6 AT,2004.0,275000.0,100000.0,3,1,0,2,9.0,2997.0,218.0,5.0,2500.0,430.0
888,Maruti Alto K10 VXI,2015.0,250000.0,52000.0,3,1,1,0,23.95,998.0,67.05,5.0,3000.0,320.0
889,Hyundai EON Era Plus,2015.0,235000.0,50000.0,3,1,1,0,21.1,814.0,55.2,5.0,4500.0,213.0
890,Mahindra Scorpio S10 7 Seater,2016.0,1100000.0,60000.0,1,1,1,0,15.4,2179.0,120.0,7.0,3500.0,90.0
891,Maruti Alto K10 VXI,2019.0,360000.0,25000.0,3,1,1,0,23.95,998.0,67.05,5.0,2000.0,190.0
892,Hyundai Grand i10 CRDi Asta,2014.0,380000.0,50000.0,1,1,1,2,24.0,1120.0,70.0,5.0,4800.0,110.0
893,Ford EcoSport 1.5 TDCi Titanium BSIV,2016.0,650000.0,125000.0,1,1,1,0,22.77,1498.0,98.59,5.0,3600.0,200.0
894,Maruti Wagon R VXI Optional,2016.0,350000.0,80000.0,3,1,1,0,20.51,998.0,67.04,5.0,4200.0,113.0
895,Mahindra Bolero 2011-2019 DI - AC BS III,2017.0,700000.0,70000.0,1,1,1,0,15.96,2523.0,63.0,9.0,3000.0,132.0
896,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010.0,270000.0,90000.0,1,1,1,4,23.0,1396.0,90.0,5.0,4200.0,113.0
897,Tata Bolt Quadrajet XE,2017.0,450000.0,50000.0,1,1,1,0,22.95,1248.0,74.0,5.0,2250.0,190.24
898,Mahindra Thar CRDe,2016.0,630000.0,101000.0,1,1,1,0,16.55,2498.0,105.0,6.0,2500.0,400.0
899,Mahindra Xylo E4 BS IV,2010.0,229999.0,168000.0,1,1,1,0,14.0,2498.0,112.0,7.0,2500.0,400.0
900,Maruti Wagon R VXI BS IV,2011.0,270000.0,40000.0,3,1,1,0,18.9,998.0,67.1,5.0,3800.0,153.0
901,Maruti Wagon R VXI BS IV,2012.0,275000.0,20000.0,3,1,1,0,18.9,998.0,67.1,5.0,2750.0,350.0
902,Mahindra TUV 300 T8,2015.0,634000.0,165000.0,1,1,1,0,18.49,1493.0,100.0,7.0,4000.0,112.0
903,Maruti A-Star Zxi,2012.0,235000.0,98500.0,3,1,1,2,19.0,998.0,66.1,5.0,2200.0,195.0
904,Hyundai i10 Asta,2008.0,275000.0,98000.0,3,1,1,4,20.36,1197.0,78.9,5.0,3000.0,96.1
905,Mahindra Thar CRDe AC,2014.0,700000.0,40000.0,1,1,1,2,16.55,2498.0,105.0,6.0,3000.0,96.1
906,Fiat Grande Punto Sport 90BHP,2013.0,400000.0,90000.0,1,1,1,0,20.3,1248.0,92.0,5.0,2000.0,200.0
907,Maruti Alto LXi,2012.0,215000.0,90000.0,3,1,1,4,19.7,796.0,46.3,5.0,3000.0,96.1
908,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018.0,950000.0,77800.0,1,1,1,0,25.1,1248.0,88.5,5.0,3500.0,90.0
909,Mahindra TUV 300 T8,2015.0,730000.0,100000.0,1,1,1,0,18.49,1493.0,100.0,7.0,4500.0,99.04
910,Tata Indica V2 Turbomax DLS BS IV,2012.0,135000.0,120000.0,1,1,1,2,19.0,1405.0,71.0,5.0,2600.0,220.0
911,Hyundai Xcent 1.2 Kappa Base,2016.0,350000.0,80000.0,3,1,1,2,19.1,1197.0,82.0,5.0,3500.0,84.0
912,Mahindra KUV 100 G80 K6 Plus,2018.0,535000.0,21000.0,3,1,1,2,18.15,1198.0,82.0,6.0,2500.0,135.0
913,Maruti Swift Dzire Tour S CNG,2018.0,455000.0,100000.0,3,1,1,2,19.0,1197.0,85.8,5.0,1500.0,180.0
914,Maruti Swift Dzire VXI 1.2,2019.0,655000.0,25000.0,3,1,1,0,21.21,1197.0,81.8,5.0,2000.0,190.0
915,Ford EcoSport 1.5 Diesel Titanium BSIV,2019.0,800000.0,30000.0,1,1,1,4,23.0,1498.0,98.96,5.0,2000.0,190.0
916,Toyota Yaris V CVT BSIV,2018.0,1100000.0,25000.0,3,1,0,0,17.8,1496.0,105.5,5.0,4250.0,91.0
917,Mercedes-Benz E-Class E250 CDI Avantgarde,2016.0,3000000.0,40000.0,1,1,0,0,13.0,2143.0,204.0,5.0,2200.0,260.0
918,Toyota Fortuner 4x2 4 Speed AT,2012.0,1225000.0,160000.0,1,1,0,0,11.5,2982.0,169.0,7.0,3500.0,90.0
919,Mahindra KUV 100 G80 K2,2018.0,340000.0,51492.0,3,1,1,0,18.15,1198.0,82.0,6.0,1500.0,180.0
920,Volkswagen Vento Diesel Highline,2011.0,300000.0,72000.0,1,1,1,2,20.54,1598.0,103.6,5.0,2800.0,240.0
921,Ford Figo 1.2P Titanium Opt MT,2016.0,370000.0,60000.0,3,1,1,0,18.16,1196.0,86.8,5.0,4000.0,74.5
922,Mahindra Bolero 2011-2019 SLE,2013.0,330000.0,136000.0,1,1,1,2,15.96,2523.0,62.1,7.0,3500.0,90.0
923,Hyundai Santro Xing GLS,2014.0,238000.0,60000.0,3,1,1,0,17.92,1086.0,62.1,5.0,3500.0,90.0
924,Hyundai Santro Xing GLS,2013.0,200000.0,90000.0,3,1,1,0,17.92,1086.0,62.1,5.0,3000.0,48.0
925,Nissan Sunny Diesel XV,2014.0,320000.0,91000.0,1,1,1,1,22.71,1461.0,84.8,5.0,1500.0,180.0
926,Hyundai Santro Xing GL Plus,2009.0,114999.0,90000.0,3,1,1,1,17.92,1086.0,62.1,5.0,1800.0,171.0
927,Maruti Wagon R LXI BS IV,2015.0,320000.0,50000.0,3,1,1,2,20.51,998.0,67.04,5.0,2750.0,219.7
928,Hyundai i10 Era,2010.0,210000.0,20000.0,3,1,1,0,19.81,1086.0,68.05,5.0,4000.0,117.0
929,Mahindra Xylo D2 BS IV,2011.0,200000.0,120000.0,1,1,1,0,14.0,2489.0,95.0,8.0,2800.0,240.0
930,Maruti Wagon R LXI Minor,2009.0,135000.0,150000.0,3,1,1,2,18.9,1061.0,67.0,5.0,2200.0,277.5
931,Tata Indigo CS LS (TDI) BS-III,2015.0,350000.0,52000.0,1,1,1,0,19.09,1405.0,69.01,5.0,3600.0,215.0
932,Mahindra Bolero 2011-2019 DI BSIII,2014.0,350000.0,167000.0,1,1,1,2,13.6,2523.0,63.0,8.0,4000.0,104.0
933,Maruti Swift Dzire VDI,2017.0,680000.0,40000.0,1,1,1,0,28.4,1248.0,74.02,5.0,3600.0,115.0
934,Maruti Swift Vdi BSIII,2010.0,200000.0,190000.0,1,1,1,2,17.8,1248.0,75.0,5.0,2750.0,219.6
935,Renault KWID 1.0 RXT Optional,2016.0,300000.0,50000.0,3,1,1,0,23.01,999.0,67.0,5.0,3500.0,90.0
936,Mahindra Xylo E6,2011.0,270000.0,70000.0,1,1,1,2,14.0,2498.0,112.0,7.0,2200.0,195.0
937,Maruti Wagon R LXI BSIII,2012.0,225000.0,80000.0,3,1,1,2,18.9,998.0,67.1,5.0,2500.0,135.0
938,Mahindra Bolero DI DX 8 Seater,2008.0,250000.0,120000.0,1,1,1,0,13.6,2523.0,63.0,8.0,2200.0,195.0
939,Mahindra TUV 300 T8,2015.0,590000.0,40000.0,1,1,1,2,18.49,1493.0,100.0,7.0,1500.0,180.0
940,Hyundai EON Era Plus,2015.0,290000.0,17000.0,3,1,1,0,21.1,814.0,55.2,5.0,1500.0,180.0
941,Maruti Zen Estilo LXI BS IV,2010.0,100000.0,180000.0,3,1,1,2,19.0,998.0,67.1,5.0,4000.0,134.0
942,Maruti Celerio VXI,2016.0,395000.0,50000.0,3,1,1,0,23.1,998.0,67.04,5.0,3000.0,200.0
943,Hyundai EON Era Plus,2014.0,195000.0,65000.0,3,1,1,2,21.1,814.0,55.2,5.0,2500.0,180.4
944,Tata Nano Cx,2011.0,45000.0,10000.0,3,1,1,4,26.0,624.0,35.0,4.0,4000.0,113.75
945,Mahindra Bolero DI DX 8 Seater,2009.0,270000.0,70000.0,1,1,1,2,13.6,2523.0,63.0,8.0,4250.0,120.0
946,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014.0,600000.0,90000.0,1,1,1,2,13.58,2499.0,72.4,9.0,2500.0,250.0
947,Hyundai i20 Asta 1.4 CRDi,2015.0,715000.0,50000.0,1,1,1,0,22.54,1396.0,88.73,5.0,1500.0,180.0
948,Hyundai Elite i20 Magna Plus BSIV,2019.0,600000.0,10000.0,3,1,1,0,18.6,1197.0,81.86,5.0,1500.0,180.0
949,Mahindra TUV 300 T6 Plus,2019.0,875000.0,25000.0,1,1,1,0,18.49,1493.0,100.0,7.0,3400.0,200.0
950,Mahindra Scorpio M2DI,2011.0,420000.0,100000.0,1,1,1,2,13.5,2179.0,115.0,5.0,4000.0,113.75
951,Honda CR-V 2.4 4WD AT,2007.0,325000.0,70000.0,3,1,0,2,10.1,2354.0,152.0,5.0,4250.0,91.0
952,Datsun GO Anniversary Edition,2017.0,385000.0,30000.0,3,1,1,0,20.63,1198.0,67.06,5.0,2500.0,230.0
953,Mahindra KUV 100 mFALCON G80 K2,2016.0,300000.0,40000.0,3,1,1,0,18.15,1198.0,82.0,6.0,4400.0,108.0
954,Hyundai i20 Sportz 1.4 CRDi,2012.0,335000.0,135000.0,1,1,1,0,21.9,1396.0,88.76,5.0,4200.0,113.0
955,Maruti Celerio LXI,2014.0,300000.0,35000.0,3,1,1,0,23.1,998.0,67.04,5.0,2800.0,330.0
956,Mahindra Bolero 2011-2019 SLE,2012.0,400000.0,120000.0,1,1,1,0,15.96,2523.0,62.1,7.0,4000.0,113.75
957,Tata Indigo CS LS (TDI) BS III,2012.0,168000.0,190000.0,1,1,1,2,19.09,1396.0,69.0,5.0,3000.0,140.0
958,Mahindra Bolero 2011-2019 Plus AC,2016.0,550000.0,120000.0,1,1,1,0,15.96,2523.0,62.1,9.0,3500.0,90.0
959,Mahindra Bolero PLUS AC BSIII,2011.0,320000.0,175000.0,1,1,1,4,13.6,2523.0,63.0,7.0,2800.0,290.0
960,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011.0,320000.0,175000.0,1,1,1,4,15.96,2523.0,63.0,9.0,3400.0,200.05565999999996
961,Nissan Sunny XE,2011.0,350000.0,25000.0,3,1,1,2,16.95,1498.0,97.7,5.0,3000.0,140.0
962,Tata Manza Club Class Quadrajet90 VX,2013.0,280000.0,80000.0,1,1,1,0,21.02,1248.0,88.76,5.0,4000.0,112.0
963,Hyundai Xcent 1.1 CRDi SX Option,2017.0,550000.0,70000.0,1,1,1,2,24.4,1120.0,71.0,5.0,2800.0,290.0
964,Hyundai Xcent 1.2 VTVT E Plus,2018.0,500000.0,10000.0,3,1,1,0,20.14,1197.0,81.86,5.0,4000.0,74.5
965,Ford Freestyle Titanium Plus Petrol BSIV,2019.0,700000.0,6000.0,3,1,1,0,19.0,1194.0,94.68,5.0,4000.0,74.5
966,Skoda Rapid Ultima 1.6 TDI Elegance,2013.0,380000.0,90000.0,1,1,1,2,20.5,1598.0,103.5,5.0,3000.0,62.0
967,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012.0,340000.0,110000.0,1,1,1,2,15.96,2523.0,63.0,9.0,2500.0,85.0
968,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007.0,160000.0,120000.0,1,1,1,4,13.6,2523.0,63.0,9.0,1750.0,200.0
969,Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,750000.0,50000.0,1,1,1,0,12.99,2494.0,100.6,7.0,2000.0,180.0
970,Hyundai Grand i10 1.2 Kappa Magna AT,2018.0,531000.0,20000.0,3,1,0,0,18.9,1197.0,81.86,5.0,4000.0,113.75
971,Renault KWID 1.0 RXT Optional,2017.0,300000.0,35000.0,3,1,1,0,23.01,999.0,67.0,5.0,2600.0,220.0
972,Volkswagen Polo 1.5 TDI Comfortline,2014.0,350000.0,60000.0,1,1,1,2,20.14,1498.0,88.8,5.0,1500.0,180.0
973,Chevrolet Beat LT,2010.0,150000.0,68000.0,3,1,1,1,18.6,1199.0,79.4,5.0,2000.0,209.0
974,Maruti Swift VXI Optional,2015.0,450000.0,30000.0,3,1,1,0,20.4,1197.0,81.8,5.0,2750.0,160.0
975,Mahindra XUV500 W10 2WD,2017.0,1625000.0,54000.0,1,1,1,0,16.0,2179.0,140.0,7.0,2000.0,190.0
976,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018.0,450000.0,30000.0,3,1,1,0,18.9,1197.0,81.86,5.0,4500.0,109.0
977,Tata Tiago 1.05 Revotorq XM,2017.0,360000.0,50000.0,1,1,1,0,27.28,1047.0,69.0,5.0,3500.0,90.0
978,Maruti Alto K10 VXI,2020.0,390000.0,6000.0,3,1,1,0,23.95,998.0,67.05,5.0,2200.0,277.5
979,Maruti Eeco 7 Seater Standard BSIV,2011.0,145000.0,50000.0,3,1,1,2,15.37,1196.0,73.0,7.0,3000.0,190.0
980,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012.0,540000.0,90000.0,1,1,1,4,12.05,2179.0,120.0,8.0,2500.0,380.0
981,Toyota Innova 2.5 E Diesel MS 8-seater,2008.0,290000.0,126000.0,1,1,1,4,12.8,2494.0,102.0,8.0,4000.0,114.0
982,Tata Indigo eCS VX BSIV,2013.0,300000.0,90000.0,1,1,1,0,25.0,1396.0,69.0,5.0,4250.0,120.0
983,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017.0,565000.0,80000.0,3,1,1,0,18.16,1196.0,86.8,5.0,2800.0,330.0
984,Mahindra Scorpio 2.6 CRDe SLE,2011.0,441000.0,70000.0,1,1,1,2,10.5,2609.0,120.0,7.0,4400.0,110.0
985,Hyundai EON Era Plus,2011.0,180000.0,80000.0,3,1,1,2,21.1,814.0,55.2,5.0,2800.0,290.0
986,Hyundai EON D Lite,2013.0,200000.0,80000.0,3,1,1,2,21.1,814.0,55.2,5.0,3000.0,96.1
987,Maruti Alto LX,2005.0,85000.0,150000.0,3,1,1,2,19.7,796.0,46.3,5.0,4388.0,72.0
988,Tata Indica V2 DL BSIII,2006.0,67500.0,110000.0,1,1,1,1,17.88,1396.0,52.8,5.0,1500.0,180.0
989,Maruti Vitara Brezza ZDi Plus Dual Tone,2016.0,700000.0,110000.0,1,1,1,2,24.3,1248.0,88.5,5.0,4000.0,114.0
990,Volkswagen Polo Diesel Highline 1.2L,2010.0,275000.0,80000.0,1,1,1,1,22.07,1199.0,73.9,5.0,2500.0,135.0
991,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,600000.0,20000.0,3,1,1,0,18.9,1197.0,81.86,5.0,4250.0,120.0
992,Mahindra Xylo D2,2011.0,250000.0,120000.0,1,1,1,0,13.0,2489.0,95.0,8.0,2500.0,59.0
993,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,600000.0,120000.0,1,1,1,0,15.96,2523.0,63.0,9.0,4300.0,172.0
994,Fiat Linea 1.3 Active,2010.0,200000.0,80000.0,1,1,1,2,20.4,1248.0,91.2,5.0,2800.0,330.0
995,Hyundai Grand i10 CRDi Sportz,2015.0,425000.0,91500.0,1,1,1,2,24.0,1120.0,70.0,5.0,3000.0,62.0
996,Maruti Swift Dzire VDi,2012.0,420000.0,120000.0,1,1,1,2,19.3,1248.0,73.9,5.0,2500.0,263.7
997,Hyundai i20 1.4 CRDi Era,2012.0,321000.0,100000.0,1,1,1,2,23.0,1396.0,90.0,5.0,2000.0,190.0
998,Mahindra Xylo D4 BSIV,2012.0,350000.0,120000.0,1,1,1,1,14.0,2498.0,112.0,8.0,4000.0,104.0
999,Honda Amaze i-VTEC Privilege Edition,2017.0,490000.0,80000.0,3,1,1,0,17.8,1198.0,86.7,5.0,2000.0,190.0
1000,Mahindra Scorpio S2 7 Seater,2015.0,680000.0,90000.0,1,1,1,0,15.4,2523.0,75.0,7.0,4250.0,91.0
1001,Maruti Alto K10 VXI,2016.0,298000.0,70000.0,3,1,1,0,23.95,998.0,67.05,5.0,1750.0,172.5
1002,Mahindra Scorpio M2DI,2011.0,450000.0,150000.0,1,1,1,1,13.5,2179.0,115.0,5.0,4200.0,113.0
1003,Tata Indica Vista Quadrajet ZX,2012.0,250000.0,40000.0,1,1,1,0,22.3,1248.0,74.0,5.0,2250.0,248.0
1004,Ford Endeavour Hurricane Limited Edition,2013.0,1075000.0,110000.0,1,1,0,4,12.8,2953.0,156.0,7.0,3500.0,114.0
1005,Hyundai Grand i10 Sportz,2017.0,500000.0,20000.0,3,1,1,0,18.9,1197.0,82.0,5.0,2000.0,190.0
1006,Ford Freestyle Trend Petrol BSIV,2019.0,681000.0,10000.0,3,1,1,0,19.0,1194.0,94.68,5.0,2500.0,59.0
1007,Mahindra XUV500 W8 2WD,2014.0,650000.0,90000.0,1,1,1,2,15.1,2179.0,140.0,7.0,1750.0,200.0
1008,Chevrolet Aveo U-VA 1.2 LS,2008.0,80000.0,70000.0,3,1,1,2,15.26,1150.0,74.9,5.0,4000.0,130.0
1009,Mahindra Bolero SLX 2WD BSIII,2009.0,290000.0,120000.0,1,1,1,0,13.6,2523.0,63.0,7.0,3000.0,200.0
1010,Mahindra Scorpio 2.6 SPORTZ CRDe,2006.0,220000.0,120000.0,1,1,1,2,10.5,2179.0,120.0,8.0,4000.0,130.0
1011,Hyundai Santro Xing GL,2009.0,120000.0,90000.0,3,1,1,2,0.0,1086.0,62.0,5.0,4000.0,114.7
1012,Datsun RediGO Sport,2017.0,229999.0,80000.0,3,1,1,0,22.7,799.0,53.0,5.0,2500.0,59.0
1013,Mahindra Bolero ZLX BSIII,2003.0,150000.0,132478.0,1,1,1,2,13.6,2523.0,63.0,7.0,3000.0,200.0
1014,Maruti Swift Dzire VXI,2014.0,500000.0,45000.0,3,1,1,0,19.1,1197.0,85.8,5.0,1500.0,180.0
1015,Tata Indigo CS LS (TDI) BS III,2013.0,175000.0,120000.0,1,1,1,0,19.09,1396.0,69.0,5.0,3000.0,62.0
1016,Ford Freestyle Titanium Petrol BSIV,2019.0,720000.0,10000.0,3,1,1,0,19.0,1194.0,94.68,5.0,3000.0,59.820564999999995
1017,Maruti 800 AC,2012.0,100000.0,51000.0,3,1,1,0,16.1,796.0,37.0,4.0,1750.0,200.0
1018,Honda Civic 1.8 V AT,2009.0,250000.0,105000.0,3,1,0,2,12.9,1799.0,130.0,5.0,3400.0,200.0
1019,Mahindra XUV500 W6 2WD,2014.0,810000.0,100000.0,1,1,1,0,15.1,2179.0,140.0,7.0,4000.0,74.5
1020,Maruti Alto LXi,2010.0,165000.0,30000.0,3,1,1,4,19.7,796.0,46.3,5.0,3500.0,90.0
1021,Chevrolet Tavera Neo 3 LS 10 Str,2016.0,409999.0,60000.0,1,1,1,2,12.2,1994.0,105.3,10.0,4000.0,115.0
1022,Maruti Swift VDI,2013.0,430000.0,86000.0,1,1,1,2,22.9,1248.0,74.0,5.0,2000.0,190.0
1023,Datsun GO Plus D1,2015.0,300000.0,15000.0,3,1,1,0,20.62,1198.0,67.0,7.0,2750.0,259.9
1024,Maruti Swift Dzire VDi,2011.0,350000.0,137500.0,1,1,1,4,19.3,1248.0,73.9,5.0,4000.0,115.0
1025,Renault KWID 1.0 RXT Optional,2018.0,400000.0,60000.0,3,1,1,0,23.01,999.0,67.0,5.0,2750.0,259.9
1026,Chevrolet Enjoy 1.3 TCDi LS 7,2016.0,420000.0,70000.0,1,1,1,0,18.2,1248.0,73.74,7.0,2800.0,320.0
1027,Maruti Wagon R VXI BS IV,2015.0,430000.0,5000.0,3,1,1,0,20.51,998.0,67.04,5.0,4000.0,114.0
1028,Maruti Swift VXI Optional,2017.0,573000.0,30000.0,3,1,1,0,20.4,1197.0,81.8,5.0,3500.0,69.0
1029,Hyundai EON D Lite Plus,2015.0,210000.0,40000.0,3,1,1,0,21.1,814.0,55.2,5.0,3500.0,69.0
1030,Renault Duster 110PS Diesel RxZ,2015.0,600000.0,60000.0,1,1,1,0,19.01,1461.0,108.45,5.0,3250.0,205.0
1031,Tata Tigor 1.2 Revotron XT,2019.0,550000.0,15000.0,3,1,1,0,20.3,1199.0,84.0,5.0,2000.0,160.0
1032,Maruti Swift Dzire ZDi,2011.0,320000.0,110000.0,1,1,1,2,19.3,1248.0,73.9,5.0,3500.0,90.0
1033,Maruti 800 AC,2000.0,80000.0,70000.0,3,1,1,1,16.1,796.0,37.0,4.0,3500.0,90.0
1034,Honda Amaze VX Diesel BSIV,2019.0,800000.0,10000.0,1,1,1,0,27.4,1498.0,98.63,5.0,2200.0,223.0
1035,Maruti Ertiga ZXI,2013.0,500000.0,60000.0,3,1,1,0,16.02,1373.0,93.7,7.0,3500.0,90.0
1036,Tata Manza Aura Quadrajet,2011.0,229999.0,110000.0,1,1,1,2,18.8,1248.0,90.0,5.0,4000.0,114.0
1037,Hyundai i20 Asta 1.2,2015.0,630000.0,35000.0,3,1,1,0,18.6,1197.0,81.83,5.0,4500.0,99.04
1038,Maruti Omni E MPI STD BS IV,2016.0,190000.0,70000.0,3,1,1,2,16.8,796.0,34.2,8.0,4000.0,113.75
1039,Mahindra Bolero VLX CRDe,2011.0,450000.0,100000.0,1,1,1,2,13.6,2523.0,63.0,7.0,4500.0,99.04
1040,Maruti Alto Std,2008.0,95000.0,120000.0,3,1,1,0,19.7,796.0,46.3,5.0,2000.0,190.0
1041,Maruti Omni 8 Seater BSII,2009.0,101000.0,90000.0,3,1,1,1,19.7,796.0,35.0,8.0,1750.0,190.0
1042,Honda Amaze E i-Dtech,2016.0,500000.0,70000.0,1,1,1,2,25.8,1498.0,98.6,5.0,3000.0,62.0
1043,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014.0,1019999.0,88000.0,1,1,1,2,12.99,2494.0,100.6,7.0,2800.0,290.0
1044,Hyundai EON Era Plus,2012.0,244000.0,38000.0,3,1,1,0,21.1,814.0,55.2,5.0,3500.0,94.14
1045,Maruti Wagon R LXI BS IV,2013.0,250000.0,90000.0,3,1,1,2,20.51,998.0,67.04,5.0,2000.0,190.0
1046,Maruti Baleno Alpha 1.2,2016.0,660000.0,60000.0,3,1,1,0,21.4,1197.0,83.1,5.0,1750.0,200.0
1047,Maruti Ritz VDi,2012.0,280000.0,156060.0,1,1,1,0,23.2,1248.0,73.94,5.0,4250.0,91.0
1048,Hyundai Creta 1.6 CRDi SX,2017.0,1050000.0,60000.0,1,1,1,0,19.67,1582.0,126.2,5.0,5000.0,113.0
1049,Maruti Swift Dzire VXI,2017.0,525000.0,70000.0,3,1,1,0,20.85,1197.0,83.14,5.0,2500.0,59.0
1050,Hyundai Verna 1.6 CRDi S,2017.0,850000.0,35000.0,1,1,1,0,23.9,1582.0,126.2,5.0,4000.0,114.7
1051,Mahindra XUV500 W10 1.99 mHawk,2016.0,1165000.0,50000.0,1,1,1,0,16.0,1997.0,140.0,7.0,4386.0,72.0
1052,Maruti Swift ZXI,2012.0,345000.0,50000.0,3,1,1,2,18.6,1197.0,85.8,5.0,2750.0,259.8
1053,Maruti Alto 800 LXI,2015.0,241000.0,15000.0,3,1,1,0,22.74,796.0,47.3,5.0,3000.0,140.0
1054,Maruti Alto 800 LXI,2015.0,235000.0,20000.0,3,1,1,0,22.74,796.0,47.3,5.0,1750.0,200.0
1055,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015.0,615000.0,80000.0,1,1,1,0,22.77,1498.0,98.59,5.0,3500.0,69.0
1056,Mahindra Verito Vibe 1.5 dCi D4,2014.0,350000.0,110000.0,1,1,1,2,20.8,1461.0,64.1,5.0,4386.0,72.0
1057,Maruti Wagon R Stingray VXI,2014.0,350000.0,35000.0,3,1,1,0,20.51,998.0,67.04,5.0,4000.0,74.5
1058,Maruti Wagon R Stingray VXI,2014.0,380000.0,35000.0,3,1,1,0,20.51,998.0,67.04,5.0,2000.0,190.0
1059,Tata Sumo Gold EX BSIII,2017.0,400000.0,140000.0,1,1,1,0,14.07,2956.0,69.01,7.0,3500.0,77.0
1060,Maruti Zen Estilo LXI BS IV,2010.0,220000.0,40000.0,3,1,1,0,19.0,998.0,67.1,5.0,2800.0,205.0
1061,Maruti Ritz ZXi,2012.0,275000.0,70000.0,3,1,1,2,18.5,1197.0,85.8,5.0,4000.0,113.7
1062,Tata Indica Vista Terra 1.4 TDI,2009.0,125000.0,100000.0,1,1,1,2,17.0,1405.0,71.0,5.0,4000.0,114.7
1063,Hyundai i10 Sportz 1.1L,2015.0,360000.0,20000.0,3,1,1,0,19.81,1086.0,68.05,5.0,3000.0,200.0
1064,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,550000.0,15000.0,3,1,1,0,18.9,1197.0,81.86,5.0,2800.0,280.0
1065,Mahindra KUV 100 mFALCON G80 K2,2016.0,327000.0,20000.0,3,1,1,0,18.15,1198.0,82.0,6.0,2800.0,280.0
1066,Hyundai i10 Sportz 1.1L,2016.0,425000.0,15000.0,3,1,1,0,19.81,1086.0,68.05,5.0,2500.0,135.0
1067,Maruti Swift Dzire VDI,2017.0,620000.0,107000.0,1,1,1,0,28.4,1248.0,74.02,5.0,2000.0,160.0
1068,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011.0,130000.0,54000.0,1,1,1,2,18.4,1248.0,75.0,5.0,3500.0,90.0
1069,Maruti Alto LX,2009.0,120000.0,58000.0,3,1,1,0,19.7,796.0,46.3,5.0,3500.0,96.0
1070,Mahindra Scorpio SLE BSIV,2011.0,400000.0,110000.0,1,1,1,2,12.05,2179.0,120.0,8.0,1750.0,150.0
1071,Hyundai EON 1.0 Kappa Magna Plus,2015.0,204999.0,43000.0,3,1,1,2,20.3,998.0,68.05,5.0,2800.0,280.0
1072,Maruti Swift Dzire VDI,2017.0,625000.0,43000.0,1,1,1,0,28.4,1248.0,74.02,5.0,4386.0,72.0
1073,Maruti Ertiga ZDI,2013.0,600000.0,60000.0,1,1,1,0,20.77,1248.0,88.8,7.0,5000.0,108.5
1074,Chevrolet Sail Hatchback Petrol,2013.0,229999.0,46000.0,3,1,1,0,18.2,1199.0,84.8,5.0,2500.0,135.0
1075,Maruti Omni E MPI STD BS IV,2018.0,220000.0,10000.0,3,1,1,0,16.8,796.0,34.2,8.0,2200.0,195.0
1076,Hyundai i20 Asta Option 1.2,2016.0,576000.0,35000.0,3,1,1,0,18.6,1197.0,81.83,5.0,2800.0,280.0
1077,Renault KWID RXT,2016.0,265000.0,50000.0,3,1,1,0,25.17,799.0,53.3,5.0,3000.0,320.0
1078,Hyundai Verna 1.6 VGT CRDi,2011.0,300000.0,80000.0,1,1,1,0,22.32,1582.0,126.32,5.0,1500.0,180.0
1079,Tata Tigor 1.05 Revotorq XZ,2017.0,420000.0,110000.0,1,1,1,0,24.7,1047.0,69.0,5.0,2500.0,135.0
1080,Maruti Ertiga VDI,2015.0,750000.0,14000.0,1,1,1,0,20.77,1248.0,88.76,7.0,1750.0,200.0
1081,Maruti Alto 800 CNG LXI,2012.0,165000.0,60000.0,0,1,1,2,30.46,796.0,47.3,5.0,2750.0,219.66895999999997
1082,Renault KWID RXT,2017.0,290000.0,28000.0,3,1,1,0,25.17,799.0,53.3,5.0,1750.0,200.0
1083,Hyundai EON Era,2011.0,160000.0,57000.0,3,1,1,0,21.1,814.0,55.2,5.0,4000.0,114.73
1084,Maruti Swift Dzire ZDI,2017.0,695000.0,50000.0,1,1,1,0,26.59,1248.0,74.0,5.0,2500.0,59.0
1085,Maruti Wagon R Duo Lxi,2012.0,231000.0,70000.0,2,1,1,0,26.2,998.0,58.2,5.0,2000.0,160.0
